realization,algorithm,mean_delay_s,mean_energy_j,completion_ratio_pct,collaboration_rate_pct
realization_grid_200m_w20_seed47.json,CoTOP,0.6344002603428243,0.9485232185275584,100.0,100.0
realization_grid_200m_w20_seed47.json,DDQN,0.6344002603428243,0.9485232185275584,100.0,100.0
realization_grid_200m_w20_seed47.json,Local,0.6356748874563425,0.2862461897271332,100.0,0.0
realization_grid_200m_w20_seed47.json,Greedy,0.6140365487596778,3.0409590617317575,100.0,86.0
realization_grid_200m_w20_seed47.json,wo_md,0.6344002603428243,0.9485232185275584,100.0,100.0
realization_grid_200m_w20_seed47.json,wo_tp,0.6344002603428243,0.9485232185275584,100.0,100.0
realization_grid_200m_w20_seed47.json,wo_co,0.6356748874563425,0.2862461897271332,100.0,0.0
realization_grid_200m_w20_seed48.json,CoTOP,0.6488661344100336,0.9666702740977883,100.0,100.0
realization_grid_200m_w20_seed48.json,DDQN,0.6488661344100336,0.9666702740977883,100.0,100.0
realization_grid_200m_w20_seed48.json,Local,0.6513117517868516,0.3009330800544729,100.0,0.0
realization_grid_200m_w20_seed48.json,Greedy,0.6280245032590467,3.274915328175602,100.0,90.0
realization_grid_200m_w20_seed48.json,wo_md,0.6488661344100336,0.9666702740977883,100.0,100.0
realization_grid_200m_w20_seed48.json,wo_tp,0.6488661344100336,0.9666702740977883,100.0,100.0
realization_grid_200m_w20_seed48.json,wo_co,0.6513117517868516,0.3009330800544729,100.0,0.0
realization_grid_200m_w20_seed49.json,CoTOP,0.6306071299806321,0.8898733252778877,100.0,100.0
realization_grid_200m_w20_seed49.json,DDQN,0.6306071299806321,0.8898733252778877,100.0,100.0
realization_grid_200m_w20_seed49.json,Local,0.632162622676328,0.27780707565367246,100.0,0.0
realization_grid_200m_w20_seed49.json,Greedy,0.6123693063198853,2.9894721004595795,100.0,87.0
realization_grid_200m_w20_seed49.json,wo_md,0.6306071299806321,0.8898733252778877,100.0,100.0
realization_grid_200m_w20_seed49.json,wo_tp,0.6306071299806321,0.8898733252778877,100.0,100.0
