algorithm,scenario,workload,seed,total_tasks,completed_tasks,failed_tasks,completion_ratio,mean_delay_s,median_delay_s,std_delay_s,p5_delay_s,p95_delay_s,max_delay_s,mean_energy_j,median_energy_j,std_energy_j,p5_energy_j,p95_energy_j,max_energy_j,comm_delay_s,comp_delay_s,wait_delay_s,action_0_count,collab_count,collaboration_ratio,coverage_failures,deadline_failures,action_sequence_sha256,run_id,checkpoint_path,checkpoint_sha256,realization_path,realization_sha256,git_commit
Local,corridor_2400m,20,46,200,195,5,0.975,2.0066860568603,1.501660843452394,1.5835579362180632,0.18574517584039607,5.493589164377764,6.072285149926802,0.2951673323208539,0.2784605115622607,0.1388467736456412,0.09846449071321413,0.4993019058646338,0.5599366314117059,1.94973486864908,0.005513399672687262,0.051437788538533,200,0,0.0,5,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_Local_corridor_2400m_w20_seed46,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_46.json,04ef7c838e8795c5894976cdfac799704524a1893e32ae121dae50ab5b3d7343,4e25265
Greedy,corridor_2400m,20,46,200,195,5,0.975,2.033224125426783,1.557263943713026,1.585872737860854,0.2615938703765865,5.5596897969852614,6.199222870117685,7.238843651456364,6.956306310073764,4.379063437098868,0.2476195453005321,14.431840858138871,17.20335204149376,2.0191716318404347,0.005009230984693489,0.0090432626016543,28,172,0.86,5,0,3770c6568bce64a0782fc4c32c2ac29cdc5fa4b3de4c381e9afb2e00c2563a6d,phase7_Greedy_corridor_2400m_w20_seed46,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_46.json,04ef7c838e8795c5894976cdfac799704524a1893e32ae121dae50ab5b3d7343,4e25265
wo_md,corridor_2400m,20,46,200,195,5,0.975,2.0146088881250095,1.5558198981034936,1.5807710238273156,0.24946874003732655,5.558933688748594,6.143669986079159,4.893763607086946,5.068849079254651,4.312347145803553,0.14002601248551533,13.520827554872243,15.23556186588796,1.9957208313967407,0.005123621281448969,0.013764435446819871,73,127,0.635,5,0,4e32321ca7e20e5706b792317c4daf3e4d4c988527581c7aa7924f19e3fce6c4,phase7_wo_md_corridor_2400m_w20_seed46,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w20_seed46\checkpoint.pt,c04d6d773da2e4523a71e672307b263345e340bad9b2bab9dceaad44af517a58,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_46.json,04ef7c838e8795c5894976cdfac799704524a1893e32ae121dae50ab5b3d7343,4e25265
wo_tp,corridor_2400m,20,46,200,195,5,0.975,2.0146088881250095,1.5558198981034936,1.5807710238273156,0.24946874003732655,5.558933688748594,6.143669986079159,4.893763607086946,5.068849079254651,4.312347145803553,0.14002601248551533,13.520827554872243,15.23556186588796,1.9957208313967407,0.005123621281448969,0.013764435446819871,73,127,0.635,5,0,4e32321ca7e20e5706b792317c4daf3e4d4c988527581c7aa7924f19e3fce6c4,phase7_wo_tp_corridor_2400m_w20_seed46,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w20_seed46\checkpoint.pt,c04d6d773da2e4523a71e672307b263345e340bad9b2bab9dceaad44af517a58,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_46.json,04ef7c838e8795c5894976cdfac799704524a1893e32ae121dae50ab5b3d7343,4e25265
wo_co,corridor_2400m,20,46,200,195,5,0.975,2.0066860568603,1.501660843452394,1.5835579362180632,0.18574517584039607,5.493589164377764,6.072285149926802,0.2951673323208539,0.2784605115622607,0.1388467736456412,0.09846449071321413,0.4993019058646338,0.5599366314117059,1.94973486864908,0.005513399672687262,0.051437788538533,200,0,0.0,5,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_wo_co_corridor_2400m_w20_seed46,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_46.json,04ef7c838e8795c5894976cdfac799704524a1893e32ae121dae50ab5b3d7343,4e25265
CoTOP,corridor_2400m,20,47,200,199,1,0.995,1.8815055614065241,1.5091175411352227,1.4555088337691562,0.17844210337540042,4.771803035245514,5.905135247419042,5.138997090932265,0.4802973506973238,6.013059458272617,0.09117841457689646,15.969970689856966,16.979435328468757,1.828422180566938,0.005563640190791241,0.04751974064879479,0,200,1.0,1,0,a43ee19164fc00cfa1076eb9a4a6b2e9a7e33c62f70149083bbc613834f10a2c,phase7_CoTOP_corridor_2400m_w20_seed47,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w20_seed42\checkpoint.pt,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed47.json,50af9e828670c1407dcb0ebe449032456bdc6adca8450a9be42aec0f04c41523,4e25265
DDQN,corridor_2400m,20,47,200,199,1,0.995,1.8560215803197295,1.4950201961647696,1.442206894837565,0.1849891823422441,4.718434929214599,5.907544817274714,6.320161328851689,6.231420381103192,4.821653860536661,0.12476122230926165,14.656013988967075,16.838576158279313,1.8402338229461328,0.0051733351755153464,0.010614422198081752,27,173,0.865,1,0,1aa979abd4f5d5725eb7922cd74c2ad7274ccd24d3a5fdc17c6995cf58f2d988,phase7_DDQN_corridor_2400m_w20_seed47,D:\cotop-implementation\results\phase2_multiseed\DDQN\corridor_2400m_w20_seed42\checkpoint.pt,b04e1bba428f54bf426cdf4b53547bec3e56cae50ad9d03a610da368ce7ea131,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed47.json,50af9e828670c1407dcb0ebe449032456bdc6adca8450a9be42aec0f04c41523,4e25265
Local,corridor_2400m,20,47,200,199,1,0.995,1.8388560623367396,1.4379454040686128,1.438643011784506,0.18257004160876317,4.718897040579725,5.846213314545517,0.2982780014759372,0.3067573312012335,0.13788786692492605,0.07873335860027879,0.5057524075595978,0.5253515263896098,1.780014989672375,0.005609557031584269,0.053231515632780474,200,0,0.0,1,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_Local_corridor_2400m_w20_seed47,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed47.json,50af9e828670c1407dcb0ebe449032456bdc6adca8450a9be42aec0f04c41523,4e25265
Greedy,corridor_2400m,20,47,200,199,1,0.995,1.8585277370927147,1.4891972593203087,1.4403556139931508,0.19929893723224956,4.781967593150821,5.8844652797865,7.08463884601108,7.381326317580178,4.278207063413908,0.195394197720398,13.75220225788832,16.379540003341255,1.8478785981177261,0.005066930141875854,0.005582208833112415,30,170,0.85,1,0,e067b428c27d617b6740449d53cacf7c0e3714414bbb5977d659d18c859e8cc5,phase7_Greedy_corridor_2400m_w20_seed47,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed47.json,50af9e828670c1407dcb0ebe449032456bdc6adca8450a9be42aec0f04c41523,4e25265
wo_md,corridor_2400m,20,47,200,199,1,0.995,1.8815055614065241,1.5091175411352227,1.4555088337691562,0.17844210337540042,4.771803035245514,5.905135247419042,5.138997090932265,0.4802973506973238,6.013059458272617,0.09117841457689646,15.969970689856966,16.979435328468757,1.828422180566938,0.005563640190791241,0.04751974064879479,0,200,1.0,1,0,a43ee19164fc00cfa1076eb9a4a6b2e9a7e33c62f70149083bbc613834f10a2c,phase7_wo_md_corridor_2400m_w20_seed47,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w20_seed42\checkpoint.pt,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed47.json,50af9e828670c1407dcb0ebe449032456bdc6adca8450a9be42aec0f04c41523,4e25265
wo_tp,corridor_2400m,20,47,200,199,1,0.995,1.8815055614065241,1.5091175411352227,1.4555088337691562,0.17844210337540042,4.771803035245514,5.905135247419042,5.138997090932265,0.4802973506973238,6.013059458272617,0.09117841457689646,15.969970689856966,16.979435328468757,1.828422180566938,0.005563640190791241,0.04751974064879479,0,200,1.0,1,0,a43ee19164fc00cfa1076eb9a4a6b2e9a7e33c62f70149083bbc613834f10a2c,phase7_wo_tp_corridor_2400m_w20_seed47,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w20_seed42\checkpoint.pt,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed47.json,50af9e828670c1407dcb0ebe449032456bdc6adca8450a9be42aec0f04c41523,4e25265
wo_co,corridor_2400m,20,47,200,199,1,0.995,1.8388560623367396,1.4379454040686128,1.438643011784506,0.18257004160876317,4.718897040579725,5.846213314545517,0.2982780014759372,0.3067573312012335,0.13788786692492605,0.07873335860027879,0.5057524075595978,0.5253515263896098,1.780014989672375,0.005609557031584269,0.053231515632780474,200,0,0.0,1,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_wo_co_corridor_2400m_w20_seed47,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed47.json,50af9e828670c1407dcb0ebe449032456bdc6adca8450a9be42aec0f04c41523,4e25265
CoTOP,corridor_2400m,20,48,200,196,4,0.98,2.024876832208712,1.6397339774936643,1.5194847876331927,0.1889381848489937,5.344099990267497,6.219309713639518,4.193574514087303,0.4283330310741027,5.890144975760284,0.10553394046722984,15.90810750140627,17.46398260223113,1.9670764610946139,0.0058724259224544936,0.05192794519164355,0,200,1.0,4,0,ae17ec15f4f02b9873024b8e4711a5774ce6213728861b74b42eccdaf84064ba,phase7_CoTOP_corridor_2400m_w20_seed48,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w20_seed42\checkpoint.pt,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed48.json,9757e1a7d84034e343dc030c3e6c8a5c6860300a600f680f82b581bd2d517bff,4e25265
DDQN,corridor_2400m,20,48,200,196,4,0.98,2.0049573014398585,1.6159651960524588,1.4998063880250871,0.18803099576616722,5.2012245834193855,6.124302619509816,6.2427232825003465,6.152298550640877,4.952343728028293,0.1579382204185363,14.632802692302258,16.516560551095708,1.9875679487787443,0.005500719554096085,0.011888633107018397,29,171,0.855,4,0,283eb2d14535494a71cc005b927392d885144735c9a681d66f19f3a6f7eb9dae,phase7_DDQN_corridor_2400m_w20_seed48,D:\cotop-implementation\results\phase2_multiseed\DDQN\corridor_2400m_w20_seed42\checkpoint.pt,b04e1bba428f54bf426cdf4b53547bec3e56cae50ad9d03a610da368ce7ea131,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed48.json,9757e1a7d84034e343dc030c3e6c8a5c6860300a600f680f82b581bd2d517bff,4e25265
Local,corridor_2400m,20,48,200,196,4,0.98,1.991701198509607,1.6023343599662159,1.4888545168597835,0.1914120165355533,5.238241251175166,6.05403168247596,0.31433697452170045,0.3303182046073494,0.13172654986000998,0.10056427881977223,0.5028659909396764,0.5379958397336687,1.9282840856989578,0.0059010826732942175,0.0575160301373549,200,0,0.0,4,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_Local_corridor_2400m_w20_seed48,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed48.json,9757e1a7d84034e343dc030c3e6c8a5c6860300a600f680f82b581bd2d517bff,4e25265
Greedy,corridor_2400m,20,48,200,196,4,0.98,2.011337301883653,1.621688151361843,1.4942206699178289,0.24294788035699313,5.293183027948644,6.147144261922749,7.463506249964748,7.518440972349776,4.333730578403832,0.3659608005632232,14.405002910140578,16.845311798927387,1.9997757784533883,0.005351054731471341,0.006210468698793558,27,173,0.865,4,0,8daa9357a0019ed2d720c0c1044377166b3988aa9f5ca0091ed9e26c1a165256,phase7_Greedy_corridor_2400m_w20_seed48,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed48.json,9757e1a7d84034e343dc030c3e6c8a5c6860300a600f680f82b581bd2d517bff,4e25265
wo_md,corridor_2400m,20,48,200,196,4,0.98,2.024876832208712,1.6397339774936643,1.5194847876331927,0.1889381848489937,5.344099990267497,6.219309713639518,4.193574514087303,0.4283330310741027,5.890144975760284,0.10553394046722984,15.90810750140627,17.46398260223113,1.9670764610946139,0.0058724259224544936,0.05192794519164355,0,200,1.0,4,0,ae17ec15f4f02b9873024b8e4711a5774ce6213728861b74b42eccdaf84064ba,phase7_wo_md_corridor_2400m_w20_seed48,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w20_seed42\checkpoint.pt,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed48.json,9757e1a7d84034e343dc030c3e6c8a5c6860300a600f680f82b581bd2d517bff,4e25265
wo_tp,corridor_2400m,20,48,200,196,4,0.98,2.024876832208712,1.6397339774936643,1.5194847876331927,0.1889381848489937,5.344099990267497,6.219309713639518,4.193574514087303,0.4283330310741027,5.890144975760284,0.10553394046722984,15.90810750140627,17.46398260223113,1.9670764610946139,0.0058724259224544936,0.05192794519164355,0,200,1.0,4,0,ae17ec15f4f02b9873024b8e4711a5774ce6213728861b74b42eccdaf84064ba,phase7_wo_tp_corridor_2400m_w20_seed48,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w20_seed42\checkpoint.pt,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed48.json,9757e1a7d84034e343dc030c3e6c8a5c6860300a600f680f82b581bd2d517bff,4e25265
wo_co,corridor_2400m,20,48,200,196,4,0.98,1.991701198509607,1.6023343599662159,1.4888545168597835,0.1914120165355533,5.238241251175166,6.05403168247596,0.31433697452170045,0.3303182046073494,0.13172654986000998,0.10056427881977223,0.5028659909396764,0.5379958397336687,1.9282840856989578,0.0059010826732942175,0.0575160301373549,200,0,0.0,4,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_wo_co_corridor_2400m_w20_seed48,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed48.json,9757e1a7d84034e343dc030c3e6c8a5c6860300a600f680f82b581bd2d517bff,4e25265
CoTOP,corridor_2400m,20,49,200,199,1,0.995,1.9353351511477053,1.423075470751884,1.5607389049882117,0.22908077600974838,5.270809187205009,6.10043028847498,5.017698777770679,0.4677692970332895,5.8710582626496555,0.10012112514174493,15.06625057715335,16.674133526240883,1.8747181427650212,0.005395682625189494,0.05522132575749459,0,200,1.0,1,0,8417d4eb0cd62113686f93cc21dfe82a600e6d53c99817b82705a698651d0b7a,phase7_CoTOP_corridor_2400m_w20_seed49,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w20_seed42\checkpoint.pt,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed49.json,9d50cb88a164bf17221658f0a03647330463f75de2718ebb6db631731380901a,4e25265
DDQN,corridor_2400m,20,49,200,199,1,0.995,1.9021011111766182,1.312077251191382,1.5494914240291495,0.17846002779914674,5.213515144444155,6.143233912326021,5.898464017338584,6.000108695513063,4.808099293136218,0.15178037158641242,14.578265539423846,16.522745764077065,1.8835257951607003,0.005047961165873911,0.013527354850044193,30,170,0.85,1,0,994fdc62f8d22fef61fc021a4e655275ba67481bbb6f39f49bb0db649d4afea4,phase7_DDQN_corridor_2400m_w20_seed49,D:\cotop-implementation\results\phase2_multiseed\DDQN\corridor_2400m_w20_seed42\checkpoint.pt,b04e1bba428f54bf426cdf4b53547bec3e56cae50ad9d03a610da368ce7ea131,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed49.json,9d50cb88a164bf17221658f0a03647330463f75de2718ebb6db631731380901a,4e25265
Local,corridor_2400m,20,49,200,199,1,0.995,1.8836514510679923,1.3190120325803882,1.542993804161768,0.16699186233829372,5.204045799502698,6.10043028847498,0.2903219639375891,0.27820410771203297,0.12734667249729847,0.09282245655183108,0.4906025440884058,0.5328166745815324,1.8274443746266906,0.005440950403826444,0.05076612603747543,200,0,0.0,1,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_Local_corridor_2400m_w20_seed49,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed49.json,9d50cb88a164bf17221658f0a03647330463f75de2718ebb6db631731380901a,4e25265
Greedy,corridor_2400m,20,49,200,199,1,0.995,1.9031830317458007,1.3359006650573937,1.545213416782779,0.18453864780608245,5.271754458458576,6.1317123878359965,6.66648020626578,6.741629106646826,3.9915776284798254,0.1947414096922696,12.89173484045326,15.709019586433653,1.8912059570499724,0.00488953459756534,0.0070875400982632905,32,168,0.84,1,0,33e6e39e295e586c3c0e134377eac4319f8a04c5ad450b12e8475423abdd9257,phase7_Greedy_corridor_2400m_w20_seed49,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed49.json,9d50cb88a164bf17221658f0a03647330463f75de2718ebb6db631731380901a,4e25265
wo_md,corridor_2400m,20,49,200,199,1,0.995,1.9353351511477053,1.423075470751884,1.5607389049882117,0.22908077600974838,5.270809187205009,6.10043028847498,5.017698777770679,0.4677692970332895,5.8710582626496555,0.10012112514174493,15.06625057715335,16.674133526240883,1.8747181427650212,0.005395682625189494,0.05522132575749459,0,200,1.0,1,0,8417d4eb0cd62113686f93cc21dfe82a600e6d53c99817b82705a698651d0b7a,phase7_wo_md_corridor_2400m_w20_seed49,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w20_seed42\checkpoint.pt,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed49.json,9d50cb88a164bf17221658f0a03647330463f75de2718ebb6db631731380901a,4e25265
wo_tp,corridor_2400m,20,49,200,199,1,0.995,1.9353351511477053,1.423075470751884,1.5607389049882117,0.22908077600974838,5.270809187205009,6.10043028847498,5.017698777770679,0.4677692970332895,5.8710582626496555,0.10012112514174493,15.06625057715335,16.674133526240883,1.8747181427650212,0.005395682625189494,0.05522132575749459,0,200,1.0,1,0,8417d4eb0cd62113686f93cc21dfe82a600e6d53c99817b82705a698651d0b7a,phase7_wo_tp_corridor_2400m_w20_seed49,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w20_seed42\checkpoint.pt,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed49.json,9d50cb88a164bf17221658f0a03647330463f75de2718ebb6db631731380901a,4e25265
wo_co,corridor_2400m,20,49,200,199,1,0.995,1.8836514510679923,1.3190120325803882,1.542993804161768,0.16699186233829372,5.204045799502698,6.10043028847498,0.2903219639375891,0.27820410771203297,0.12734667249729847,0.09282245655183108,0.4906025440884058,0.5328166745815324,1.8274443746266906,0.005440950403826444,0.05076612603747543,200,0,0.0,1,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_wo_co_corridor_2400m_w20_seed49,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed49.json,9d50cb88a164bf17221658f0a03647330463f75de2718ebb6db631731380901a,4e25265
CoTOP,corridor_2400m,20,50,200,196,4,0.98,2.016469735378506,1.4932467648089927,1.6710739040186282,0.1925330078790291,5.533825986051192,6.384300438309996,5.307753745032105,0.45929671646415,6.20693259103465,0.1223093695241359,15.48743754251498,17.391305250871884,1.9628670632435246,0.005555332366100388,0.0480473397688813,0,200,1.0,4,0,ae17ec15f4f02b9873024b8e4711a5774ce6213728861b74b42eccdaf84064ba,phase7_CoTOP_corridor_2400m_w20_seed50,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w20_seed42\checkpoint.pt,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed50.json,849bbd6262223a1eaf11801a36215c5bcc20e3ebaceaab44474c99a38821e3d9,4e25265
DDQN,corridor_2400m,20,50,200,196,4,0.98,1.9902954065931502,1.4427843918360024,1.6571169578877383,0.1915542437821154,5.478589175949827,6.284444907371126,6.330207080592379,6.720746654541628,4.588878278583249,0.16558574243706986,13.94683332564319,17.146421888770544,1.9730915965991276,0.0051565808537599265,0.012047229140262825,23,177,0.885,4,0,1525179f2b33674169910e539dd8a28cd2bc07bdd6160a8f992bc1e890b3e287,phase7_DDQN_corridor_2400m_w20_seed50,D:\cotop-implementation\results\phase2_multiseed\DDQN\corridor_2400m_w20_seed42\checkpoint.pt,b04e1bba428f54bf426cdf4b53547bec3e56cae50ad9d03a610da368ce7ea131,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed50.json,849bbd6262223a1eaf11801a36215c5bcc20e3ebaceaab44474c99a38821e3d9,4e25265
Local,corridor_2400m,20,50,200,196,4,0.98,1.9717430211430735,1.4434487944032424,1.6520184482095055,0.1925330078790291,5.489032167609843,6.214716499931549,0.2983260109730319,0.296219321526203,0.12706038417621127,0.09765243873067812,0.5019487226191174,0.5312026927250266,1.912772785902934,0.005583965662280052,0.05338626957785996,200,0,0.0,4,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_Local_corridor_2400m_w20_seed50,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed50.json,849bbd6262223a1eaf11801a36215c5bcc20e3ebaceaab44474c99a38821e3d9,4e25265
Greedy,corridor_2400m,20,50,200,196,4,0.98,1.9933002631589094,1.4673136484691809,1.6538395266514565,0.22858462857240205,5.524544751242958,6.314587073580443,7.281043052326202,7.528055719637514,4.218173741214996,0.24629925536519437,14.702759795000226,17.146421888770544,1.9825999563164656,0.005013913144636712,0.005686393697806903,28,172,0.86,4,0,b46b34ba5c00e1078b494c9f3f195af915c1f925dde62f20940e720fabbdb0a1,phase7_Greedy_corridor_2400m_w20_seed50,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed50.json,849bbd6262223a1eaf11801a36215c5bcc20e3ebaceaab44474c99a38821e3d9,4e25265
wo_md,corridor_2400m,20,50,200,196,4,0.98,2.016469735378506,1.4932467648089927,1.6710739040186282,0.1925330078790291,5.533825986051192,6.384300438309996,5.307753745032105,0.45929671646415,6.20693259103465,0.1223093695241359,15.48743754251498,17.391305250871884,1.9628670632435246,0.005555332366100388,0.0480473397688813,0,200,1.0,4,0,ae17ec15f4f02b9873024b8e4711a5774ce6213728861b74b42eccdaf84064ba,phase7_wo_md_corridor_2400m_w20_seed50,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w20_seed42\checkpoint.pt,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed50.json,849bbd6262223a1eaf11801a36215c5bcc20e3ebaceaab44474c99a38821e3d9,4e25265
wo_tp,corridor_2400m,20,50,200,196,4,0.98,2.016469735378506,1.4932467648089927,1.6710739040186282,0.1925330078790291,5.533825986051192,6.384300438309996,5.307753745032105,0.45929671646415,6.20693259103465,0.1223093695241359,15.48743754251498,17.391305250871884,1.9628670632435246,0.005555332366100388,0.0480473397688813,0,200,1.0,4,0,ae17ec15f4f02b9873024b8e4711a5774ce6213728861b74b42eccdaf84064ba,phase7_wo_tp_corridor_2400m_w20_seed50,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w20_seed42\checkpoint.pt,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w20_seed50.json,849bbd6262223a1eaf11801a36215c5bcc20e3ebaceaab44474c99a38821e3d9,4e25265
