algorithm,scenario,workload,seed,total_tasks,completed_tasks,failed_tasks,completion_ratio,mean_delay_s,median_delay_s,std_delay_s,p5_delay_s,p95_delay_s,max_delay_s,mean_energy_j,median_energy_j,std_energy_j,p5_energy_j,p95_energy_j,max_energy_j,comm_delay_s,comp_delay_s,wait_delay_s,action_0_count,collab_count,collaboration_ratio,coverage_failures,deadline_failures,action_sequence_sha256,run_id,checkpoint_path,checkpoint_sha256,realization_path,realization_sha256,git_commit
DDQN,corridor_2400m,40,48,400,393,7,0.9825,2.015185859432543,1.6551941545389481,1.4949802526634448,0.17029598345464955,5.212552911246916,6.281884712002854,5.535345959605107,5.801387684592845,4.976061131716431,0.15027295253635808,14.790752564492225,17.38360623886883,1.9710709409099791,0.005514947982744803,0.03859997053981897,100,300,0.75,7,0,6b65e8aeba629b7409f21bd04257b16dd77cbd54be1b741a16bcb848a10a7a40,phase7_DDQN_corridor_2400m_w40_seed48,D:\cotop-implementation\results\phase2_multiseed\DDQN\corridor_2400m_w40_seed42\checkpoint.pt,24423dca10c4968ddd197a480588a8f7ccb4922b1d4f980413c11f0c71ce4009,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed48.json,a6933bd6f3309c7ed62f584457a1de5b65e379254ac6143044d4fa7d135ec10a,4e25265
Local,corridor_2400m,40,48,400,393,7,0.9825,2.040471090148208,1.6668141064655586,1.477772396809862,0.23040733011326514,5.234698526853543,6.219679650887385,0.31020116966029065,0.32003842519824827,0.13032030003114883,0.09026547036630926,0.496622606293355,0.5379958397336687,1.9188194930105311,0.0058202594946037065,0.11583133764307343,400,0,0.0,7,0,b9ad9bbb07a72104fa44dc50618b9102100581f0d6866cd59d549ab5b1749ff4,phase7_Local_corridor_2400m_w40_seed48,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed48.json,a6933bd6f3309c7ed62f584457a1de5b65e379254ac6143044d4fa7d135ec10a,4e25265
Greedy,corridor_2400m,40,48,400,393,7,0.9825,2.0073465496661806,1.6674364652433322,1.4931053050835619,0.1949127179651076,5.21546707682899,6.303985101945646,7.132237636127727,7.008166088191902,4.267357845701953,0.2200411365843159,14.180266547976744,17.19880437612041,1.9870398576752055,0.005236480650865236,0.015070211340109971,57,343,0.8575,7,0,a14954340529a2ca8bbd9b833c346cee7f56827be80475b635565e13cd9fdbb3,phase7_Greedy_corridor_2400m_w40_seed48,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed48.json,a6933bd6f3309c7ed62f584457a1de5b65e379254ac6143044d4fa7d135ec10a,4e25265
wo_md,corridor_2400m,40,48,400,392,8,0.98,2.0573003646476247,1.670568648150754,1.5087148427472155,0.22329565603050866,5.233378090751217,6.303985101945646,4.282888032409844,0.43500114846572285,5.783182300505337,0.09485805240345316,16.09934170833114,17.28456533927734,1.958546361638027,0.005754528721990957,0.09299947428760674,0,400,1.0,8,0,c4318769523a909a5cbec57043e13d0395feaa65bd92f59d0aa14d3c27fd7ae4,phase7_wo_md_corridor_2400m_w40_seed48,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w40_seed42\checkpoint.pt,148e8f37e45298e87b30d1c2db2f741179503c3b9638740b81195ddb4971d60e,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed48.json,a6933bd6f3309c7ed62f584457a1de5b65e379254ac6143044d4fa7d135ec10a,4e25265
wo_tp,corridor_2400m,40,48,400,392,8,0.98,2.0573003646476247,1.670568648150754,1.5087148427472155,0.22329565603050866,5.233378090751217,6.303985101945646,4.282888032409844,0.43500114846572285,5.783182300505337,0.09485805240345316,16.09934170833114,17.28456533927734,1.958546361638027,0.005754528721990957,0.09299947428760674,0,400,1.0,8,0,c4318769523a909a5cbec57043e13d0395feaa65bd92f59d0aa14d3c27fd7ae4,phase7_wo_tp_corridor_2400m_w40_seed48,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w40_seed42\checkpoint.pt,148e8f37e45298e87b30d1c2db2f741179503c3b9638740b81195ddb4971d60e,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed48.json,a6933bd6f3309c7ed62f584457a1de5b65e379254ac6143044d4fa7d135ec10a,4e25265
wo_co,corridor_2400m,40,48,400,393,7,0.9825,2.040471090148208,1.6668141064655586,1.477772396809862,0.23040733011326514,5.234698526853543,6.219679650887385,0.31020116966029065,0.32003842519824827,0.13032030003114883,0.09026547036630926,0.496622606293355,0.5379958397336687,1.9188194930105311,0.0058202594946037065,0.11583133764307343,400,0,0.0,7,0,b9ad9bbb07a72104fa44dc50618b9102100581f0d6866cd59d549ab5b1749ff4,phase7_wo_co_corridor_2400m_w40_seed48,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed48.json,a6933bd6f3309c7ed62f584457a1de5b65e379254ac6143044d4fa7d135ec10a,4e25265
CoTOP,corridor_2400m,40,49,400,395,5,0.9875,1.991376491812215,1.5714663646413491,1.5695448742265736,0.3072477297071338,5.303227591471111,6.119763254991991,5.071341554710219,0.46576972987588305,5.987793860898006,0.1012700991748125,15.482008391091755,16.933124429611226,1.8785570291086475,0.005397755548216298,0.10742170715535128,0,400,1.0,5,0,b9db38e82976a065ed208e362815ea616ff47a5d281b71181b7f4f7b61c0861d,phase7_CoTOP_corridor_2400m_w40_seed49,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w40_seed42\checkpoint.pt,148e8f37e45298e87b30d1c2db2f741179503c3b9638740b81195ddb4971d60e,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed49.json,9634e76dad4b7fc48f38a0e7d0f7ee5d773c5243b65239d2c7e85b90e554aeff,4e25265
DDQN,corridor_2400m,40,49,400,398,2,0.995,1.9273739440156246,1.4634014471148087,1.5568457400374294,0.24718748847928904,5.187196407035824,6.172898805243509,4.9782546027560794,4.933114045842357,4.581078552148448,0.12703091475722728,13.041132022030046,16.690195843376017,1.877626159589106,0.005062212688896092,0.04468557173762244,99,301,0.7525,2,0,ad3b5eacee989d5846c41cd38c948b4523a877f7ddf8cc2ea176f61224aec15a,phase7_DDQN_corridor_2400m_w40_seed49,D:\cotop-implementation\results\phase2_multiseed\DDQN\corridor_2400m_w40_seed42\checkpoint.pt,24423dca10c4968ddd197a480588a8f7ccb4922b1d4f980413c11f0c71ce4009,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed49.json,9634e76dad4b7fc48f38a0e7d0f7ee5d773c5243b65239d2c7e85b90e554aeff,4e25265
Local,corridor_2400m,40,49,400,399,1,0.9975,1.943207806074379,1.494327024811488,1.54394539173716,0.25165182298775873,5.160354745373949,6.119763254991991,0.29050188486749995,0.28666649726198823,0.13366555169229435,0.09197100683920686,0.4950329809917256,0.5341494260119369,1.8307486324102202,0.005443887970867954,0.10701528569329058,400,0,0.0,1,0,b9ad9bbb07a72104fa44dc50618b9102100581f0d6866cd59d549ab5b1749ff4,phase7_Local_corridor_2400m_w40_seed49,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed49.json,9634e76dad4b7fc48f38a0e7d0f7ee5d773c5243b65239d2c7e85b90e554aeff,4e25265
Greedy,corridor_2400m,40,49,400,398,2,0.995,1.9207085375277626,1.4732684277938295,1.5576610892137344,0.22526892550896876,5.2168758821076615,6.172898805243509,7.022395466744971,6.957345788641035,4.107123143284162,0.21696814783048377,13.842864964772563,17.079541638873,1.898067568228995,0.004885327847625461,0.017755641451142258,56,344,0.86,2,0,46d6c3a5ef76c3e2c80ba90947f33bcc8d31097042459ae2c947a6757297034e,phase7_Greedy_corridor_2400m_w40_seed49,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed49.json,9634e76dad4b7fc48f38a0e7d0f7ee5d773c5243b65239d2c7e85b90e554aeff,4e25265
wo_md,corridor_2400m,40,49,400,395,5,0.9875,1.991376491812215,1.5714663646413491,1.5695448742265736,0.3072477297071338,5.303227591471111,6.119763254991991,5.071341554710219,0.46576972987588305,5.987793860898006,0.1012700991748125,15.482008391091755,16.933124429611226,1.8785570291086475,0.005397755548216298,0.10742170715535128,0,400,1.0,5,0,b9db38e82976a065ed208e362815ea616ff47a5d281b71181b7f4f7b61c0861d,phase7_wo_md_corridor_2400m_w40_seed49,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w40_seed42\checkpoint.pt,148e8f37e45298e87b30d1c2db2f741179503c3b9638740b81195ddb4971d60e,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed49.json,9634e76dad4b7fc48f38a0e7d0f7ee5d773c5243b65239d2c7e85b90e554aeff,4e25265
wo_tp,corridor_2400m,40,49,400,395,5,0.9875,1.991376491812215,1.5714663646413491,1.5695448742265736,0.3072477297071338,5.303227591471111,6.119763254991991,5.071341554710219,0.46576972987588305,5.987793860898006,0.1012700991748125,15.482008391091755,16.933124429611226,1.8785570291086475,0.005397755548216298,0.10742170715535128,0,400,1.0,5,0,b9db38e82976a065ed208e362815ea616ff47a5d281b71181b7f4f7b61c0861d,phase7_wo_tp_corridor_2400m_w40_seed49,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w40_seed42\checkpoint.pt,148e8f37e45298e87b30d1c2db2f741179503c3b9638740b81195ddb4971d60e,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed49.json,9634e76dad4b7fc48f38a0e7d0f7ee5d773c5243b65239d2c7e85b90e554aeff,4e25265
wo_co,corridor_2400m,40,49,400,399,1,0.9975,1.943207806074379,1.494327024811488,1.54394539173716,0.25165182298775873,5.160354745373949,6.119763254991991,0.29050188486749995,0.28666649726198823,0.13366555169229435,0.09197100683920686,0.4950329809917256,0.5341494260119369,1.8307486324102202,0.005443887970867954,0.10701528569329058,400,0,0.0,1,0,b9ad9bbb07a72104fa44dc50618b9102100581f0d6866cd59d549ab5b1749ff4,phase7_wo_co_corridor_2400m_w40_seed49,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed49.json,9634e76dad4b7fc48f38a0e7d0f7ee5d773c5243b65239d2c7e85b90e554aeff,4e25265
CoTOP,corridor_2400m,40,50,400,395,5,0.9875,2.0332403322595436,1.5274329086545815,1.6216604425631567,0.2192697435153594,5.498215235257074,6.372294452842227,5.239600186617926,0.4599055910609864,6.065905977197155,0.10944142807880312,15.945194576917485,17.40203680348347,1.9404618265552398,0.005522553567140575,0.08725595213716279,0,400,1.0,5,0,3d1a4b9f16f036589b0cb83370551f54db72320edbfafa8ba7799203c9fc0c61,phase7_CoTOP_corridor_2400m_w40_seed50,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w40_seed42\checkpoint.pt,148e8f37e45298e87b30d1c2db2f741179503c3b9638740b81195ddb4971d60e,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed50.json,b8ecfcaeb468102fb2cc739833eb741fa1706415f03d21b801f9ba2688b5f610,4e25265
DDQN,corridor_2400m,40,50,400,396,4,0.99,1.9870223800327205,1.5161798694060078,1.6121422222776816,0.20427717714327154,5.499814511446049,6.344000438180653,5.471243013576866,5.669063328146769,4.85382112344549,0.12851299726796653,14.18231297485758,17.40203680348347,1.9427782548248294,0.005280722288950079,0.0389634029189408,94,306,0.765,4,0,3cdcfe9e74a06d6236fa3bcabee5a0a0dd4d7873cfedb518b24c0e5d14e5fb8c,phase7_DDQN_corridor_2400m_w40_seed50,D:\cotop-implementation\results\phase2_multiseed\DDQN\corridor_2400m_w40_seed42\checkpoint.pt,24423dca10c4968ddd197a480588a8f7ccb4922b1d4f980413c11f0c71ce4009,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed50.json,b8ecfcaeb468102fb2cc739833eb741fa1706415f03d21b801f9ba2688b5f610,4e25265
Local,corridor_2400m,40,50,400,396,4,0.99,2.004914599712361,1.5063819787172101,1.602581720113203,0.2257152642195102,5.440064321628538,6.246173792081765,0.2984589112458319,0.3000281306866768,0.12900412136230763,0.10566101836958375,0.49520241420506267,0.5425491051103749,1.891050413801519,0.0055909681421563336,0.10827321776868558,400,0,0.0,4,0,b9ad9bbb07a72104fa44dc50618b9102100581f0d6866cd59d549ab5b1749ff4,phase7_Local_corridor_2400m_w40_seed50,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed50.json,b8ecfcaeb468102fb2cc739833eb741fa1706415f03d21b801f9ba2688b5f610,4e25265
Greedy,corridor_2400m,40,50,400,396,4,0.99,1.9788744454955511,1.4879757732409575,1.6129569215537884,0.20237186751902958,5.474742805504422,6.327065061265301,7.182354746558207,7.173929165476659,4.369760460696648,0.18967986232601325,14.702116759679223,17.029220822136597,1.9598893721546427,0.005021147965260539,0.013963925375647595,60,340,0.85,4,0,062f8ca256d70929c96ff8f1b692797b92ef753651100821b9682419d53f19ca,phase7_Greedy_corridor_2400m_w40_seed50,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed50.json,b8ecfcaeb468102fb2cc739833eb741fa1706415f03d21b801f9ba2688b5f610,4e25265
wo_md,corridor_2400m,40,50,400,395,5,0.9875,2.0332403322595436,1.5274329086545815,1.6216604425631567,0.2192697435153594,5.498215235257074,6.372294452842227,5.239600186617926,0.4599055910609864,6.065905977197155,0.10944142807880312,15.945194576917485,17.40203680348347,1.9404618265552398,0.005522553567140575,0.08725595213716279,0,400,1.0,5,0,3d1a4b9f16f036589b0cb83370551f54db72320edbfafa8ba7799203c9fc0c61,phase7_wo_md_corridor_2400m_w40_seed50,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w40_seed42\checkpoint.pt,148e8f37e45298e87b30d1c2db2f741179503c3b9638740b81195ddb4971d60e,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed50.json,b8ecfcaeb468102fb2cc739833eb741fa1706415f03d21b801f9ba2688b5f610,4e25265
wo_tp,corridor_2400m,40,50,400,395,5,0.9875,2.0332403322595436,1.5274329086545815,1.6216604425631567,0.2192697435153594,5.498215235257074,6.372294452842227,5.239600186617926,0.4599055910609864,6.065905977197155,0.10944142807880312,15.945194576917485,17.40203680348347,1.9404618265552398,0.005522553567140575,0.08725595213716279,0,400,1.0,5,0,3d1a4b9f16f036589b0cb83370551f54db72320edbfafa8ba7799203c9fc0c61,phase7_wo_tp_corridor_2400m_w40_seed50,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w40_seed42\checkpoint.pt,148e8f37e45298e87b30d1c2db2f741179503c3b9638740b81195ddb4971d60e,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed50.json,b8ecfcaeb468102fb2cc739833eb741fa1706415f03d21b801f9ba2688b5f610,4e25265
wo_co,corridor_2400m,40,50,400,396,4,0.99,2.004914599712361,1.5063819787172101,1.602581720113203,0.2257152642195102,5.440064321628538,6.246173792081765,0.2984589112458319,0.3000281306866768,0.12900412136230763,0.10566101836958375,0.49520241420506267,0.5425491051103749,1.891050413801519,0.0055909681421563336,0.10827321776868558,400,0,0.0,4,0,b9ad9bbb07a72104fa44dc50618b9102100581f0d6866cd59d549ab5b1749ff4,phase7_wo_co_corridor_2400m_w40_seed50,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed50.json,b8ecfcaeb468102fb2cc739833eb741fa1706415f03d21b801f9ba2688b5f610,4e25265
CoTOP,corridor_2400m,40,51,400,389,11,0.9725,2.1340036556891473,1.7170823078319655,1.605821732187462,0.3025814996770723,5.613085579525647,6.423059597820528,4.3897077585982585,0.42005181009941295,5.869881018314269,0.09926800099333595,15.768534646363262,17.428563121370235,2.016075498265824,0.005281410284347484,0.11264674713897566,0,400,1.0,11,0,a1ca7e9f476efca57e8bcc8db6db0cd2cabb5bc137cc4616229c73bed46344d5,phase7_CoTOP_corridor_2400m_w40_seed51,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w40_seed42\checkpoint.pt,148e8f37e45298e87b30d1c2db2f741179503c3b9638740b81195ddb4971d60e,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed51.json,5823d1befd07544b1f9a7a641868dbd5615e02b5ec94aed7d6c2a3051d70b654,4e25265
DDQN,corridor_2400m,40,51,400,390,10,0.975,2.0732148263841155,1.6543148244971828,1.5980192305291498,0.23882342083835717,5.56922006055861,6.289384333674819,4.966305177785463,4.686545987781974,4.784363490598379,0.12234967380661793,14.073772661110176,17.06284910023789,2.0218414724576963,0.004976151606330372,0.0463972023200895,96,304,0.76,10,0,19366ed8e32173ecd3a838ddaabc6fd76b14d957c2b9342c040dbac7dd8015c9,phase7_DDQN_corridor_2400m_w40_seed51,D:\cotop-implementation\results\phase2_multiseed\DDQN\corridor_2400m_w40_seed42\checkpoint.pt,24423dca10c4968ddd197a480588a8f7ccb4922b1d4f980413c11f0c71ce4009,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed51.json,5823d1befd07544b1f9a7a641868dbd5615e02b5ec94aed7d6c2a3051d70b654,4e25265
Local,corridor_2400m,40,51,400,390,10,0.975,2.083343972486194,1.6473502616956366,1.5922988828316833,0.19915085282238443,5.569247878161785,6.254277958198956,0.286589916666603,0.28580383510939367,0.13061491500017308,0.08568260122118862,0.4949267562263348,0.5543968385130886,1.9750443198465075,0.0053367894693627585,0.10296286317032412,400,0,0.0,10,0,b9ad9bbb07a72104fa44dc50618b9102100581f0d6866cd59d549ab5b1749ff4,phase7_Local_corridor_2400m_w40_seed51,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed51.json,5823d1befd07544b1f9a7a641868dbd5615e02b5ec94aed7d6c2a3051d70b654,4e25265
Greedy,corridor_2400m,40,51,400,389,11,0.9725,2.068648091208271,1.6425593872200448,1.5988271466040693,0.2150733856543381,5.599921447712448,6.331093557178425,7.2155075852805695,7.226952348434617,4.191597551802,0.24313633886911576,14.55526322611887,17.428563121370235,2.044333496532647,0.004779692233015501,0.019534902442608616,55,345,0.8625,11,0,5e793d42f3f2b2be64f67959d761e371fb953a9a2f4a45c915017b1c43604c29,phase7_Greedy_corridor_2400m_w40_seed51,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed51.json,5823d1befd07544b1f9a7a641868dbd5615e02b5ec94aed7d6c2a3051d70b654,4e25265
wo_md,corridor_2400m,40,51,400,389,11,0.9725,2.1340036556891473,1.7170823078319655,1.605821732187462,0.3025814996770723,5.613085579525647,6.423059597820528,4.3897077585982585,0.42005181009941295,5.869881018314269,0.09926800099333595,15.768534646363262,17.428563121370235,2.016075498265824,0.005281410284347484,0.11264674713897566,0,400,1.0,11,0,a1ca7e9f476efca57e8bcc8db6db0cd2cabb5bc137cc4616229c73bed46344d5,phase7_wo_md_corridor_2400m_w40_seed51,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w40_seed42\checkpoint.pt,148e8f37e45298e87b30d1c2db2f741179503c3b9638740b81195ddb4971d60e,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed51.json,5823d1befd07544b1f9a7a641868dbd5615e02b5ec94aed7d6c2a3051d70b654,4e25265
wo_tp,corridor_2400m,40,51,400,389,11,0.9725,2.1340036556891473,1.7170823078319655,1.605821732187462,0.3025814996770723,5.613085579525647,6.423059597820528,4.3897077585982585,0.42005181009941295,5.869881018314269,0.09926800099333595,15.768534646363262,17.428563121370235,2.016075498265824,0.005281410284347484,0.11264674713897566,0,400,1.0,11,0,a1ca7e9f476efca57e8bcc8db6db0cd2cabb5bc137cc4616229c73bed46344d5,phase7_wo_tp_corridor_2400m_w40_seed51,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w40_seed42\checkpoint.pt,148e8f37e45298e87b30d1c2db2f741179503c3b9638740b81195ddb4971d60e,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed51.json,5823d1befd07544b1f9a7a641868dbd5615e02b5ec94aed7d6c2a3051d70b654,4e25265
wo_co,corridor_2400m,40,51,400,390,10,0.975,2.083343972486194,1.6473502616956366,1.5922988828316833,0.19915085282238443,5.569247878161785,6.254277958198956,0.286589916666603,0.28580383510939367,0.13061491500017308,0.08568260122118862,0.4949267562263348,0.5543968385130886,1.9750443198465075,0.0053367894693627585,0.10296286317032412,400,0,0.0,10,0,b9ad9bbb07a72104fa44dc50618b9102100581f0d6866cd59d549ab5b1749ff4,phase7_wo_co_corridor_2400m_w40_seed51,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_seed51.json,5823d1befd07544b1f9a7a641868dbd5615e02b5ec94aed7d6c2a3051d70b654,4e25265
CoTOP,grid_200m,20,42,200,200,0,1.0,0.6595446399927812,0.6606161556271021,0.25792998829408886,0.23431195985097697,1.039016119579072,1.247876086715231,0.9404945410358738,0.3640955617338689,1.2682782373826516,0.10377141818052968,3.898050224956452,6.553410749204411,0.6129840511578197,0.005252452659760107,0.041308136175201425,8,192,0.96,0,0,caae96e4b029d3445abf037cba6cf2b44e35d7db0a28d785f9efcb1e140aaf09,phase7_CoTOP_grid_200m_w20_seed42,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w20_seed42\checkpoint.pt,412c841b9e2d6415443d110e936113d2dbcb56034151125dd0369be6067a4616,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_42.json,a8da4ce99a3ed874a8d14eb6f334632103224883a7704a2117534e8ca858cdfa,4e25265
DDQN,grid_200m,20,42,200,200,0,1.0,0.6516546574122138,0.6491359813290013,0.27113196025783837,0.22130051790370994,1.0544393579750013,1.2646681649006066,3.0115304071739444,3.071780923188571,1.879012458156548,0.11236303806531507,5.867749240976996,6.612437698677639,0.6336944098192006,0.004793789544409313,0.013166458048604075,31,169,0.845,0,0,05949a896085b718dc2c002eb71abeed4367470977097f61a3a3a2c54afa4a58,phase7_DDQN_grid_200m_w20_seed42,D:\cotop-implementation\results\phase2_multiseed\DDQN\grid_200m_w20_seed42\checkpoint.pt,bc01a171337842f89c8b606499e92f737e3aacabb274577f9f71fb3ee07ce94c,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_42.json,a8da4ce99a3ed874a8d14eb6f334632103224883a7704a2117534e8ca858cdfa,4e25265
Local,grid_200m,20,42,200,200,0,1.0,0.6636042213192309,0.6651131019215457,0.25642356384739706,0.24192851649727493,1.0304490909889397,1.247876086715231,0.2862263154298333,0.29487988470915905,0.1293408932457744,0.08811401444458253,0.4873542032457625,0.5051201339224871,0.6064413689017593,0.005603238034816316,0.05155961438265527,200,0,0.0,0,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_Local_grid_200m_w20_seed42,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_42.json,a8da4ce99a3ed874a8d14eb6f334632103224883a7704a2117534e8ca858cdfa,4e25265
Greedy,grid_200m,20,42,200,200,0,1.0,0.6448824012635231,0.644338890447451,0.2717743332083531,0.19781211213383312,1.0480782553639583,1.2596246219721483,3.1752936059493067,3.039215313229018,1.7050696764514808,0.24920267699312978,5.94901261548348,6.688603840212227,0.635332041806954,0.004527852973836624,0.005022506482732343,25,175,0.875,0,0,cabb81d8a27cfeecc165aa376cc091dc73b3f56aae6aab6558676b4f028061cd,phase7_Greedy_grid_200m_w20_seed42,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_42.json,a8da4ce99a3ed874a8d14eb6f334632103224883a7704a2117534e8ca858cdfa,4e25265
wo_md,grid_200m,20,42,200,200,0,1.0,0.6595446399927812,0.6606161556271021,0.25792998829408886,0.23431195985097697,1.039016119579072,1.247876086715231,0.9404945410358738,0.3640955617338689,1.2682782373826516,0.10377141818052968,3.898050224956452,6.553410749204411,0.6129840511578197,0.005252452659760107,0.041308136175201425,8,192,0.96,0,0,caae96e4b029d3445abf037cba6cf2b44e35d7db0a28d785f9efcb1e140aaf09,phase7_wo_md_grid_200m_w20_seed42,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w20_seed42\checkpoint.pt,412c841b9e2d6415443d110e936113d2dbcb56034151125dd0369be6067a4616,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_42.json,a8da4ce99a3ed874a8d14eb6f334632103224883a7704a2117534e8ca858cdfa,4e25265
wo_tp,grid_200m,20,42,200,200,0,1.0,0.6595446399927812,0.6606161556271021,0.25792998829408886,0.23431195985097697,1.039016119579072,1.247876086715231,0.9404945410358738,0.3640955617338689,1.2682782373826516,0.10377141818052968,3.898050224956452,6.553410749204411,0.6129840511578197,0.005252452659760107,0.041308136175201425,8,192,0.96,0,0,caae96e4b029d3445abf037cba6cf2b44e35d7db0a28d785f9efcb1e140aaf09,phase7_wo_tp_grid_200m_w20_seed42,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w20_seed42\checkpoint.pt,412c841b9e2d6415443d110e936113d2dbcb56034151125dd0369be6067a4616,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_42.json,a8da4ce99a3ed874a8d14eb6f334632103224883a7704a2117534e8ca858cdfa,4e25265
wo_co,grid_200m,20,42,200,200,0,1.0,0.6636042213192309,0.6651131019215457,0.25642356384739706,0.24192851649727493,1.0304490909889397,1.247876086715231,0.2862263154298333,0.29487988470915905,0.1293408932457744,0.08811401444458253,0.4873542032457625,0.5051201339224871,0.6064413689017593,0.005603238034816316,0.05155961438265527,200,0,0.0,0,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_wo_co_grid_200m_w20_seed42,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_42.json,a8da4ce99a3ed874a8d14eb6f334632103224883a7704a2117534e8ca858cdfa,4e25265
CoTOP,grid_200m,20,43,200,200,0,1.0,0.6664811819956714,0.6787822109533235,0.24259302085440385,0.2709823947255234,1.0404732202228553,1.2675747236054182,3.8090125251486056,3.4115262734903506,1.409729851078559,1.874200232704583,6.395196513154692,6.88497244739201,0.6203571017993109,0.004260206763954837,0.0418638734324056,0,200,1.0,0,0,7b65690b056c889c111fe842546830b5cf2f6a4cc885a9548e188f471e785c7e,phase7_CoTOP_grid_200m_w20_seed43,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w20_seed43\checkpoint.pt,96d3ea59f160829eebd5bb4d6eed465cafec1bdfcce080e93e029a327b68ffac,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_43.json,e31eb04b48a7312bb56f210f70415d62b484795687d109427d9ed1363903bcb7,4e25265
