task_id,vehicle_id,task_size_mb,task_cpu_gcycles,deadline_s,primary_rsu,local_action,collab_action,local_case,collab_case,local_secondary_rsu,collab_secondary_rsu,local_delay_s,collab_delay_s,delay_diff_s,local_energy_j,collab_energy_j,energy_diff_j,local_completed,collab_completed,local_fail_reason,collab_fail_reason
112,veh_10,2324286.879208871,8727339.262040034,28.721667829060898,5,0,1,1,2,NONE,0,3.009848970478777,3.088966228219185,0.07911725774040779,0.46524819766647163,8.376973971707269,7.911725774040797,True,True,NONE,NONE
109,veh_10,2074359.0856945661,3989669.211517858,27.365644717550822,5,0,1,1,2,NONE,0,2.703282172102957,2.77389204556441,0.07060987346145309,0.22525913046448937,7.286246476609794,7.060987346145304,True,True,NONE,NONE
124,veh_11,4776725.496497248,7474869.99230361,25.38451997092792,5,0,1,1,2,NONE,0,3.609395876004216,3.771992595730219,0.16259671972600298,0.4097627096752996,16.669434682275597,16.259671972600298,True,True,NONE,NONE
132,veh_11,3643811.6394070946,3582223.4518203447,20.004059396972874,5,0,1,1,2,NONE,0,2.7586970186513433,2.8827300660394504,0.12403304738810705,0.20658757184308943,12.609892310653803,12.403304738810714,True,True,NONE,NONE
121,veh_11,4185635.181958113,6455879.679755289,23.136773141949913,5,0,1,1,2,NONE,0,3.173718473409132,3.3161948520612445,0.1424763786521126,0.35435603899061696,14.601993904201843,14.247637865211226,True,True,NONE,NONE
131,veh_11,4708416.637197748,3708548.871090088,26.155149159513805,5,0,1,1,2,NONE,0,3.5716337872622006,3.731905316550012,0.1602715292878112,0.22093156620717674,16.248084494988266,16.02715292878109,True,True,NONE,NONE
137,veh_11,3898822.567297387,8365811.180829979,23.351882554098008,5,0,1,1,2,NONE,0,2.969519911290159,3.1022333696417284,0.13271345835156945,0.4476898848226425,13.719035719979612,13.27134583515697,True,True,NONE,NONE
138,veh_11,4253414.412622197,3021765.9939755946,26.72795670557167,5,0,1,1,2,NONE,0,3.2399239702738685,3.3847075111398475,0.144783540865979,0.18316144840982068,14.661515535007714,14.478354086597893,True,True,NONE,NONE
125,veh_11,4225850.233518429,4277993.246031377,26.706285044329995,5,0,1,1,2,NONE,0,3.2234170145417473,3.367262288155924,0.14384527361417687,0.24576496152282828,14.630292322940491,14.384527361417662,True,True,NONE,NONE
122,veh_11,3534269.1790084345,6189292.391469396,23.85195433344727,5,0,1,1,2,NONE,0,2.7081151035081774,2.82841939471287,0.12030429120469277,0.3361150067604788,12.366544127229746,12.030429120469268,True,True,NONE,NONE
129,veh_11,3207201.161173174,2145590.191532379,22.95655202525947,5,0,1,1,2,NONE,0,2.463632922290325,2.5728040246889416,0.1091711023986166,0.13146361904953413,11.04857385891124,10.917110239861707,True,True,NONE,NONE
134,veh_11,3394964.5707410425,2923312.6089019026,24.421597993048074,5,0,1,1,2,NONE,0,2.608140458145645,2.7237029084462283,0.11556245030058321,0.17176558215047447,11.728010612208783,11.556245030058308,True,True,NONE,NONE
139,veh_11,2597389.79817973,3203582.8967051515,20.244253877268264,5,0,1,1,2,NONE,0,2.0099275834166446,2.098341092073045,0.08841350865640063,0.17976493196437987,9.021115797604441,8.841350865640061,True,True,NONE,NONE
133,veh_11,3289664.449969504,6892350.613327645,25.79984781195682,5,0,1,1,2,NONE,0,2.5388341490062474,2.6508122496855764,0.111978100679329,0.36942345994526726,11.567233527878178,11.197810067932911,True,True,NONE,NONE
128,veh_11,2900966.8046337925,4675536.177572952,23.092846622086533,5,0,1,1,2,NONE,0,2.250409691317996,2.34915676958602,0.09874707826802398,0.2556517382188744,10.130359565021267,9.874707826802393,True,True,NONE,NONE
136,veh_11,2509074.1885941643,5639068.089236948,20.847955367251217,5,0,1,1,2,NONE,0,1.960539577050158,2.04594687812152,0.0854073010713623,0.3008732419785034,8.841603349114745,8.540730107136241,True,True,NONE,NONE
140,veh_11,3425409.0326564154,1655454.062661122,28.49737694624732,5,0,1,1,2,NONE,0,2.6531632949975164,2.7697620555581075,0.11659876056059115,0.10860222328855913,11.768478279347688,11.65987605605913,True,True,NONE,NONE
135,veh_11,3419558.5577279786,8164222.841141022,29.011808258282542,5,0,1,1,2,NONE,0,2.6569159290723916,2.7733155431605927,0.1163996140882011,0.4339965463248915,12.073957955145016,11.639961408820124,True,True,NONE,NONE
130,veh_11,3261339.001318725,7095861.507454596,29.40363670730183,5,0,1,1,2,NONE,0,2.5447053024405806,2.6557192227334165,0.11101392029283597,0.3793854147591776,11.480777444042781,11.101392029283604,True,True,NONE,NONE
127,veh_11,2941746.935175079,7477788.367125551,28.480152795063354,5,0,1,1,2,NONE,0,2.3111926095163535,2.4113278176781456,0.10013520816179211,0.39607185292981173,10.409592669109,10.013520816179188,True,True,NONE,NONE
123,veh_11,2764167.518415746,1015221.5039676653,27.087852838341707,5,0,1,1,2,NONE,0,2.178302913953217,2.272393430897752,0.09409051694453474,0.07160446060124641,9.480656155054737,9.40905169445349,True,True,NONE,NONE
126,veh_11,2209921.4333789307,3971800.324383368,26.642376849112722,5,0,1,1,2,NONE,0,1.7643418400402415,1.8395661702185389,0.07522433017829733,0.21525407287965795,7.737687090709402,7.522433017829744,True,True,NONE,NONE
144,veh_5,4310138.565722075,4826315.745484607,21.06587296563539,0,0,2,1,2,NONE,1,0.7477144687799734,0.8219470598950314,0.07423259111505798,0.24874466880457524,7.672003780310379,7.4232591115058035,True,True,NONE,NONE
157,veh_5,4119257.425083657,4668394.326999281,20.64228850713878,0,0,2,1,2,NONE,1,0.7194829143336935,0.7904280005464088,0.07094508621271534,0.24051959839257608,7.335028219664111,7.094508621271535,True,True,NONE,NONE
143,veh_5,3968174.0333353523,7758680.289566256,20.055448181380317,0,0,2,1,2,NONE,1,0.7012011181655659,0.769544127560352,0.0683430093947861,0.3947734917563479,7.229074431234963,6.834300939478615,True,True,NONE,NONE
148,veh_5,4963677.359199344,9550356.475988403,25.954523184694196,0,0,2,1,2,NONE,1,0.8823347348578985,0.9678230842958677,0.08548834943796924,0.48607313367961874,9.034908077476537,8.548834943796917,True,True,NONE,NONE
149,veh_5,4674277.777431311,7473465.651483704,26.12652322761763,0,0,2,1,2,NONE,1,0.8399277807710459,0.9204318633473635,0.08050408257631758,0.38172978825700044,8.432138045888752,8.050408257631751,True,True,NONE,NONE
151,veh_5,4691624.309699787,5272069.93140748,27.43655442159585,0,0,2,1,2,NONE,1,0.8481896695034001,0.9289925076806143,0.08080283817721412,0.2716899004411987,8.351973718162615,8.080283817721416,True,True,NONE,NONE
153,veh_5,4297441.052891497,6640735.932836032,25.21299812827982,0,0,2,1,2,NONE,1,0.7868896496711434,0.8609035542489224,0.07401390457777901,0.33944379295497534,7.740834250732877,7.401390457777901,True,True,NONE,NONE
142,veh_5,4089062.751471515,3195859.9562059497,24.94377169010437,0,0,2,1,2,NONE,1,0.7541697799787783,0.8245948298107776,0.07042504983199926,0.16684083682698556,7.2093458200269165,7.042504983199931,True,True,NONE,NONE
158,veh_5,3627833.421511746,2861509.505629692,24.157742341031557,0,0,2,1,2,NONE,1,0.6775345865746386,0.7400159826843498,0.06248139610971115,0.14932834726907496,6.3974679582401945,6.248139610971119,True,True,NONE,NONE
160,veh_5,4086568.9594939044,7890351.185062625,28.567320323039343,0,0,2,1,2,NONE,1,0.7644918149253443,0.8348739147135394,0.0703820997881951,0.40156110001237805,7.439771078831887,7.038209978819509,True,True,NONE,NONE
154,veh_5,2823792.3407526147,3571553.3577683726,20.774833538647357,0,0,2,1,2,NONE,1,0.5504133378519694,0.5990469070583005,0.048633569206331106,0.18344470834335402,5.04680162897647,4.863356920633116,True,True,NONE,NONE
150,veh_5,3514334.494473206,5930847.555497455,28.30569169721415,0,0,2,1,2,NONE,1,0.6753648566336148,0.7358914850915722,0.06052662845795742,0.30259962494206966,6.355262470737815,6.052662845795745,True,True,NONE,NONE
152,veh_5,2777574.645395058,6738952.930985406,22.472397375096595,0,0,2,1,2,NONE,1,0.5551171349679938,0.6029547067302883,0.04783757176229453,0.3417350269705011,5.12549220319997,4.783757176229469,True,True,NONE,NONE
141,veh_5,3243323.0329931583,2749917.1306573837,26.297653807377138,0,0,2,1,2,NONE,1,0.6381426520975061,0.6940017083415357,0.05585905624402965,0.1430859929540885,5.72899161735706,5.5859056244029714,True,True,NONE,NONE
155,veh_5,2815145.3212465537,5861370.002666107,23.197095684187623,0,0,2,1,2,NONE,1,0.5702040398954981,0.6186886833414228,0.048484643445924736,0.297920636732478,5.146384981324949,4.848464344592471,True,True,NONE,NONE
147,veh_5,3369385.4764105175,7008199.593277178,28.014166017222642,0,0,2,1,2,NONE,1,0.6727401300493718,0.7307703326903152,0.058030202640943385,0.35621739516863743,6.159237659262974,5.803020264094337,True,True,NONE,NONE
159,veh_5,3260430.5533202766,6256714.727838026,29.04838478340177,0,0,2,1,2,NONE,1,0.6602175595305038,0.7163712549240808,0.05615369539357706,0.3184553590442128,5.933824898401918,5.6153695393577046,True,True,NONE,NONE
156,veh_5,2415122.1845484674,7245548.31069147,22.312614797281867,0,0,2,1,2,NONE,1,0.521767194996156,0.563362325845147,0.041595130848991024,0.3664400790584346,4.525953163957535,4.159513084899101,True,True,NONE,NONE
146,veh_5,2150655.155421923,8635027.126164937,22.491982796599718,0,0,2,1,2,NONE,1,0.4848191347550537,0.521859406743428,0.037040271988374285,0.43545818895843535,4.139485387795866,3.704027198837431,True,True,NONE,NONE
145,veh_5,2527660.045119595,5661619.753993668,29.5796604227954,0,0,2,1,2,NONE,1,0.555460676133807,0.598994022393128,0.04353334625932104,0.2874376195661194,4.640772245498214,4.353334625932095,True,True,NONE,NONE
164,veh_12,3809757.766823724,2974794.7115929257,22.20538694323819,5,0,1,1,2,NONE,0,1.5271593108915422,1.6568410596733054,0.1296817487817632,0.16398158074144578,13.132156458917782,12.968174878176336,True,True,NONE,NONE
166,veh_12,4037425.655085049,2485402.5808315794,24.04316669137637,5,0,1,1,2,NONE,0,1.6207286855666434,1.7581601055081548,0.13743141994151142,0.14042281392432115,13.883564808075457,13.743141994151136,True,True,NONE,NONE
170,veh_12,3385095.332154535,4411934.777693257,20.502846334886275,5,0,1,1,2,NONE,0,1.3641603065029393,1.4793868141537856,0.1152265076508463,0.23413962062899102,11.756790385713604,11.522650765084613,True,True,NONE,NONE
165,veh_12,3307507.92813991,4025165.893285442,20.290248199467154,5,0,1,1,2,NONE,0,1.3371447797622986,1.4497302611716147,0.11258548140931612,0.21449076948226103,11.473038910413885,11.258548140931625,True,True,NONE,NONE
167,veh_12,3402170.4476969307,6600312.648766582,21.276277972811606,5,0,1,1,2,NONE,0,1.3816170925229472,1.4974248263250913,0.11580773380214415,0.3436268272574369,11.924400207471846,11.58077338021441,True,True,NONE,NONE
161,veh_12,3141143.086783135,4165829.224046422,20.05896083583993,5,0,1,1,2,NONE,0,1.281352696479464,1.3882752237369904,0.10692252725752649,0.2208583537687536,10.913111079521412,10.69225272575266,True,True,NONE,NONE
178,veh_12,4008376.533859732,2961680.868158533,25.63969581930019,5,0,1,1,2,NONE,0,1.6312718147622183,1.767714420959749,0.1364426061975308,0.16412051034850508,13.808381130101571,13.644260619753066,True,True,NONE,NONE
162,veh_12,4260425.375178157,9580873.046230957,28.534479505691046,5,0,1,1,2,NONE,0,1.741690842035491,1.8867130316399325,0.14502218960444146,0.4960885007943967,14.998307461238548,14.502218960444152,True,True,NONE,NONE
179,veh_12,4098394.9137384524,2510102.2903102203,27.668980983562406,5,0,1,1,2,NONE,0,1.6793767912978805,1.8188835663060456,0.1395067750081651,0.14190172146808067,14.092579222284591,13.95067750081651,True,True,NONE,NONE
176,veh_12,4262699.612178579,2794246.1412627962,29.496117327159887,5,0,1,1,2,NONE,0,1.7479050532547595,1.8930046564506706,0.1450996031959111,0.1567662541738656,14.666726573764976,14.50996031959111,True,True,NONE,NONE
175,veh_12,3950432.279749625,6865791.897195005,27.81233049610895,5,0,1,1,2,NONE,0,1.6298408464150949,1.7643110667905426,0.13447022037544776,0.35909424198310747,13.806116279527876,13.447022037544768,True,True,NONE,NONE
180,veh_12,3821742.481672795,2030795.8424100792,27.47925651955286,5,0,1,1,2,NONE,0,1.5803862172976497,1.7104759182053495,0.13008970090769978,0.11682958499426263,13.125799675764236,13.008970090769974,True,True,NONE,NONE
173,veh_12,2756814.595347142,1174449.5834500962,20.819062327616425,5,0,1,1,2,NONE,0,1.155510850979273,1.2493510790654196,0.09384022808614656,0.0697517738872452,9.453774582501905,9.38402280861466,True,True,NONE,NONE
174,veh_12,3618257.143767601,4149643.093481655,29.999078285092093,5,0,1,1,2,NONE,0,1.5043011442775929,1.6274643327700442,0.12316318849245134,0.22195785589087152,12.538276705136003,12.316318849245132,True,True,NONE,NONE
163,veh_12,3257063.8478894653,5915190.787604552,27.47515668978051,5,0,1,1,2,NONE,0,1.365712337010633,1.4765807337802035,0.1108683967695705,0.3087902006164707,11.395629877573514,11.086839676957043,True,True,NONE,NONE
172,veh_12,3137378.646692409,8487318.566397455,27.52009823554785,5,0,1,1,2,NONE,0,1.3263167344976348,1.433111122591459,0.10679438809382424,0.43691776034532187,11.116356569727742,10.67943880938242,True,True,NONE,NONE
171,veh_12,2634980.852634445,7851067.371046244,23.268458048813084,5,0,1,1,2,NONE,0,1.1331715744091775,1.222864658823042,0.08969308441386459,0.40309523830316635,9.372403679689631,8.969308441386465,True,True,NONE,NONE
177,veh_12,2061140.051960997,2135988.7738678562,21.523823457847904,5,0,1,1,2,NONE,0,0.905728855907916,0.9758887618079921,0.07015990590007615,0.11504552137149565,7.13103611137911,7.015990590007615,True,True,NONE,NONE
168,veh_12,2080899.355715413,6079527.847222967,23.940202563397047,5,0,1,1,2,NONE,0,0.919713564786658,0.9905460649098884,0.07083250012323039,0.3123015268495664,7.395551539172608,7.083250012323042,True,True,NONE,NONE
169,veh_12,2081306.1390209373,2221295.3850750783,26.427496480093357,5,0,1,1,2,NONE,0,0.9220976035411723,0.992943950311267,0.07084634677009471,0.11939153117586636,7.204026208185335,7.084634677009468,True,True,NONE,NONE
192,veh_6,4896421.193714233,8273792.969260803,22.700823963874008,0,0,2,1,2,NONE,1,1.9672039467823421,2.0515339577223037,0.08433001093996162,0.433278950001171,8.866280043997332,8.433001093996161,True,True,NONE,NONE
195,veh_6,4492193.05667181,8934680.656024948,20.866628980556744,0,0,2,1,2,NONE,1,1.8144175141304208,1.8917855906553471,0.07736807652492628,0.4647061232062988,8.201513775698922,7.736807652492623,True,True,NONE,NONE
183,veh_6,4874518.514617688,7435132.345445216,23.966544415166272,0,0,2,1,2,NONE,1,1.9748110702940693,2.0587638560945356,0.08395278580046628,0.39125829191549416,8.786536871962136,8.395278580046641,True,True,NONE,NONE
190,veh_6,4882362.701643735,8458365.799022123,26.35585106101446,0,0,2,1,2,NONE,1,1.9864076903178707,2.0704955748673117,0.08408788454944105,0.4424513471365874,8.85123980208065,8.408788454944062,True,True,NONE,NONE
187,veh_6,4347906.039083059,4855402.1191127,23.47203765308449,0,0,2,1,2,NONE,1,1.7774409495338266,1.8523240017337674,0.07488305219994085,0.26016494171208465,7.748470161706167,7.488305219994082,True,True,NONE,NONE
194,veh_6,4193078.6429153667,8665418.440173987,22.683955380492254,0,0,2,1,2,NONE,1,1.7241639731125022,1.79638046631025,0.07221649319774781,0.4500463338165339,7.671695653591318,7.221649319774784,True,True,NONE,NONE
186,veh_6,3801234.8444505325,9854599.163632043,21.210550650673152,0,0,2,1,2,NONE,1,1.577252109173896,1.642719960760968,0.06546785158707191,0.5079377053584143,7.054722864065601,6.546785158707187,True,True,NONE,NONE
191,veh_6,4121925.931118231,7604157.736120527,24.35487145007677,0,0,2,1,2,NONE,1,1.713156389566724,1.7841474348859347,0.07099104531921085,0.3966986352094057,7.495803167130496,7.09910453192109,True,True,NONE,NONE
189,veh_6,4548726.8809987325,1949849.8357959874,28.22330918090058,0,0,2,1,2,NONE,1,1.885858145196549,1.9641998916398409,0.07834174644329184,0.11569075925111898,7.949865403580298,7.834174644329179,True,True,NONE,NONE
197,veh_6,3136967.912384792,8658575.526812132,20.286999977700894,0,0,2,1,2,NONE,1,1.3297088530741987,1.3837361779108206,0.05402732483662187,0.4454789651254346,5.848211448787609,5.402732483662175,True,True,NONE,NONE
181,veh_6,4457903.522933256,1972888.7469184592,29.647207730340877,0,0,2,1,2,NONE,1,1.8601535575363846,1.936931072783819,0.07677751524743437,0.11647934428790362,7.794230869031331,7.677751524743427,True,True,NONE,NONE
193,veh_6,3614518.7193447673,4920170.437035048,24.834975038831963,0,0,2,1,2,NONE,1,1.5276575095447165,1.5899095893977206,0.06225207985300418,0.260469266609446,6.48567725190986,6.225207985300414,True,True,NONE,NONE
200,veh_6,2828805.7272685547,9532563.19999328,20.10151114438677,0,0,2,1,2,NONE,1,1.2228468388749032,1.2715667525608063,0.048719913685903116,0.48794547241865965,5.359936841008953,4.871991368590294,True,True,NONE,NONE
188,veh_6,3111712.6286541685,4071080.573751549,25.05960789677078,0,0,2,1,2,NONE,1,1.3401015770468916,1.3936939355542217,0.05359235850733013,0.21600317768255534,5.575239028415573,5.359235850733017,True,True,NONE,NONE
198,veh_6,2545519.5714730755,8180491.211452869,22.12119850179739,0,0,2,1,2,NONE,1,1.121763023284129,1.1656039603313308,0.04384093704720193,0.41920851911787926,4.8033022238380685,4.384093704720189,True,True,NONE,NONE
196,veh_6,2731590.317572868,6492985.338074686,24.647084666032317,0,0,2,1,2,NONE,1,1.202698051260469,1.249743644817684,0.04704559355721494,0.3355776458753527,5.04013700159685,4.704559355721497,True,True,NONE,NONE
199,veh_6,3021016.529492851,7310653.752989815,28.803199797582252,0,0,2,1,2,NONE,1,1.3258005683772132,1.377830887441469,0.052030319064255925,0.37761898525474674,5.580650891680351,5.203031906425604,True,True,NONE,NONE
182,veh_6,2077035.276492398,7096125.581653679,23.11957244394695,0,0,2,1,2,NONE,1,0.9552344651639382,0.991006797783964,0.03577233262002588,0.36311595439999067,3.9403492164025864,3.5772332620025957,True,True,NONE,NONE
185,veh_6,2305703.9163379297,8652639.151799167,27.72480884951224,0,0,2,1,2,NONE,1,1.05537145096465,1.0950820944727497,0.03971064350809983,0.4418564763737542,4.412920827183725,3.9710643508099706,True,True,NONE,NONE
184,veh_6,2227989.43352918,6645181.5604094,26.906144159329806,0,0,2,1,2,NONE,1,1.0309250989867513,1.0692972826430172,0.038372183656265824,0.3411726814688827,4.1783910470954595,3.837218365626577,True,True,NONE,NONE
